ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849120::Generate As Udd,1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075850700::Persisted,1075850737::Schema,1075852278::Extended Notes Order  [read only],1075848986::Value,1075849458::Default Value,1075849712::Generate SQL 92 Format,1075849713::Is Detach,1075849717::Is Supplied,1075849718::System Generated,1075852160::Generate Using Bind,1075852278::Extended Notes Order  [read only],1075849458::Default Value,1075850516::User Formatted Name  [read only]
"1075839019::1349","DF_ProductSubcategory_ModifiedDate",Default Value,"","DF_ProductSubcategory_ModifiedDate","","","","","DF_ProductSubcategory_ModifiedDate","","DF_ProductSubcategory_ModifiedDate","DF_ProductSubcategory_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_ProductSubcategory_ModifiedDate"
"1075839019::1363","DF_ScrapReason_ModifiedDate",Default Value,"","DF_ScrapReason_ModifiedDate","","","","","DF_ScrapReason_ModifiedDate","","DF_ScrapReason_ModifiedDate","DF_ScrapReason_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_ScrapReason_ModifiedDate"
"1075839019::1380","DF_TransactionHistory_ReferenceOrderLineID",Default Value,"","DF_TransactionHistory_ReferenceOrderLineID","","","","","DF_TransactionHistory_ReferenceOrderLineID","","DF_TransactionHistory_ReferenceOrderLineID","DF_TransactionHistory_ReferenceOrderLineID","","Production","","0","","","","","","false","","","DF_TransactionHistory_ReferenceOrderLineID"
"1075839019::1382","DF_TransactionHistory_TransactionDate",Default Value,"","DF_TransactionHistory_TransactionDate","","","","","DF_TransactionHistory_TransactionDate","","DF_TransactionHistory_TransactionDate","DF_TransactionHistory_TransactionDate","","Production","","getdate()","","","","","","false","","","DF_TransactionHistory_TransactionDate"
"1075839019::1386","DF_TransactionHistory_ModifiedDate",Default Value,"","DF_TransactionHistory_ModifiedDate","","","","","DF_TransactionHistory_ModifiedDate","","DF_TransactionHistory_ModifiedDate","DF_TransactionHistory_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_TransactionHistory_ModifiedDate"
"1075839019::1407","DF_TransactionHistoryArchive_ReferenceOrderLineID",Default Value,"","DF_TransactionHistoryArchive_ReferenceOrderLineID","","","","","DF_TransactionHistoryArchive_ReferenceOrderLineID","","DF_TransactionHistoryArchive_ReferenceOrderLineID","DF_TransactionHistoryArchive_ReferenceOrderLineID","","Production","","0","","","","","","false","","","DF_TransactionHistoryArchive_ReferenceOrderLineID"
"1075839019::1409","DF_TransactionHistoryArchive_TransactionDate",Default Value,"","DF_TransactionHistoryArchive_TransactionDate","","","","","DF_TransactionHistoryArchive_TransactionDate","","DF_TransactionHistoryArchive_TransactionDate","DF_TransactionHistoryArchive_TransactionDate","","Production","","getdate()","","","","","","false","","","DF_TransactionHistoryArchive_TransactionDate"
"1075839019::1413","DF_TransactionHistoryArchive_ModifiedDate",Default Value,"","DF_TransactionHistoryArchive_ModifiedDate","","","","","DF_TransactionHistoryArchive_ModifiedDate","","DF_TransactionHistoryArchive_ModifiedDate","DF_TransactionHistoryArchive_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_TransactionHistoryArchive_ModifiedDate"
"1075839019::1428","DF_UnitMeasure_ModifiedDate",Default Value,"","DF_UnitMeasure_ModifiedDate","","","","","DF_UnitMeasure_ModifiedDate","","DF_UnitMeasure_ModifiedDate","DF_UnitMeasure_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_UnitMeasure_ModifiedDate"
"1075839019::1450","DF_WorkOrder_ModifiedDate",Default Value,"","DF_WorkOrder_ModifiedDate","","","","","DF_WorkOrder_ModifiedDate","","DF_WorkOrder_ModifiedDate","DF_WorkOrder_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_WorkOrder_ModifiedDate"
"1075839019::1483","DF_WorkOrderRouting_ModifiedDate",Default Value,"","DF_WorkOrderRouting_ModifiedDate","","","","","DF_WorkOrderRouting_ModifiedDate","","DF_WorkOrderRouting_ModifiedDate","DF_WorkOrderRouting_ModifiedDate","","Production","","getdate()","","","","","","false","","","DF_WorkOrderRouting_ModifiedDate"
"1075839019::1520","DF_ProductVendor_ModifiedDate",Default Value,"","DF_ProductVendor_ModifiedDate","","","","","DF_ProductVendor_ModifiedDate","","DF_ProductVendor_ModifiedDate","DF_ProductVendor_ModifiedDate","","Purchasing","","getdate()","","","","","","false","","","DF_ProductVendor_ModifiedDate"
"1075839019::1551","DF_PurchaseOrderDetail_ModifiedDate",Default Value,"","DF_PurchaseOrderDetail_ModifiedDate","","","","","DF_PurchaseOrderDetail_ModifiedDate","","DF_PurchaseOrderDetail_ModifiedDate","DF_PurchaseOrderDetail_ModifiedDate","","Purchasing","","getdate()","","","","","","false","","","DF_PurchaseOrderDetail_ModifiedDate"
"1075839019::1575","DF_PurchaseOrderHeader_RevisionNumber",Default Value,"","DF_PurchaseOrderHeader_RevisionNumber","","","","","DF_PurchaseOrderHeader_RevisionNumber","","DF_PurchaseOrderHeader_RevisionNumber","DF_PurchaseOrderHeader_RevisionNumber","","Purchasing","","0","","","","","","false","","","DF_PurchaseOrderHeader_RevisionNumber"
"1075839019::1579","DF_PurchaseOrderHeader_Status",Default Value,"","DF_PurchaseOrderHeader_Status","","","","","DF_PurchaseOrderHeader_Status","","DF_PurchaseOrderHeader_Status","DF_PurchaseOrderHeader_Status","","Purchasing","","1","","","","","","false","","","DF_PurchaseOrderHeader_Status"
"1075839019::1581","DF_PurchaseOrderHeader_OrderDate",Default Value,"","DF_PurchaseOrderHeader_OrderDate","","","","","DF_PurchaseOrderHeader_OrderDate","","DF_PurchaseOrderHeader_OrderDate","DF_PurchaseOrderHeader_OrderDate","","Purchasing","","getdate()","","","","","","false","","","DF_PurchaseOrderHeader_OrderDate"
"1075839019::1585","DF_PurchaseOrderHeader_SubTotal",Default Value,"","DF_PurchaseOrderHeader_SubTotal","","","","","DF_PurchaseOrderHeader_SubTotal","","DF_PurchaseOrderHeader_SubTotal","DF_PurchaseOrderHeader_SubTotal","","Purchasing","","0.00","","","","","","false","","","DF_PurchaseOrderHeader_SubTotal"
"1075839019::1589","DF_PurchaseOrderHeader_TaxAmt",Default Value,"","DF_PurchaseOrderHeader_TaxAmt","","","","","DF_PurchaseOrderHeader_TaxAmt","","DF_PurchaseOrderHeader_TaxAmt","DF_PurchaseOrderHeader_TaxAmt","","Purchasing","","0.00","","","","","","false","","","DF_PurchaseOrderHeader_TaxAmt"
"1075839019::1593","DF_PurchaseOrderHeader_Freight",Default Value,"","DF_PurchaseOrderHeader_Freight","","","","","DF_PurchaseOrderHeader_Freight","","DF_PurchaseOrderHeader_Freight","DF_PurchaseOrderHeader_Freight","","Purchasing","","0.00","","","","","","false","","","DF_PurchaseOrderHeader_Freight"
"1075839019::1595","DF_PurchaseOrderHeader_ModifiedDate",Default Value,"","DF_PurchaseOrderHeader_ModifiedDate","","","","","DF_PurchaseOrderHeader_ModifiedDate","","DF_PurchaseOrderHeader_ModifiedDate","DF_PurchaseOrderHeader_ModifiedDate","","Purchasing","","getdate()","","","","","","false","","","DF_PurchaseOrderHeader_ModifiedDate"
"1075839019::1617","DF_ShipMethod_ShipBase",Default Value,"","DF_ShipMethod_ShipBase","","","","","DF_ShipMethod_ShipBase","","DF_ShipMethod_ShipBase","DF_ShipMethod_ShipBase","","Purchasing","","0.00","","","","","","false","","","DF_ShipMethod_ShipBase"
"1075839019::1621","DF_ShipMethod_ShipRate",Default Value,"","DF_ShipMethod_ShipRate","","","","","DF_ShipMethod_ShipRate","","DF_ShipMethod_ShipRate","DF_ShipMethod_ShipRate","","Purchasing","","0.00","","","","","","false","","","DF_ShipMethod_ShipRate"
"1075839019::1623","DF_ShipMethod_rowguid",Default Value,"","DF_ShipMethod_rowguid","","","","","DF_ShipMethod_rowguid","","DF_ShipMethod_rowguid","DF_ShipMethod_rowguid","","Purchasing","","newid()","","","","","","false","","","DF_ShipMethod_rowguid"
"1075839019::1625","DF_ShipMethod_ModifiedDate",Default Value,"","DF_ShipMethod_ModifiedDate","","","","","DF_ShipMethod_ModifiedDate","","DF_ShipMethod_ModifiedDate","DF_ShipMethod_ModifiedDate","","Purchasing","","getdate()","","","","","","false","","","DF_ShipMethod_ModifiedDate"
"1075839019::1646","DF_Vendor_PreferredVendorStatus",Default Value,"","DF_Vendor_PreferredVendorStatus","","","","","DF_Vendor_PreferredVendorStatus","","DF_Vendor_PreferredVendorStatus","DF_Vendor_PreferredVendorStatus","","Purchasing","","1","","","","","","false","","","DF_Vendor_PreferredVendorStatus"
"1075839019::1648","DF_Vendor_ActiveFlag",Default Value,"","DF_Vendor_ActiveFlag","","","","","DF_Vendor_ActiveFlag","","DF_Vendor_ActiveFlag","DF_Vendor_ActiveFlag","","Purchasing","","1","","","","","","false","","","DF_Vendor_ActiveFlag"
"1075839019::1650","DF_Vendor_ModifiedDate",Default Value,"","DF_Vendor_ModifiedDate","","","","","DF_Vendor_ModifiedDate","","DF_Vendor_ModifiedDate","DF_Vendor_ModifiedDate","","Purchasing","","getdate()","","","","","","false","","","DF_Vendor_ModifiedDate"
"1075839019::1662","DF_CountryRegionCurrency_ModifiedDate",Default Value,"","DF_CountryRegionCurrency_ModifiedDate","","","","","DF_CountryRegionCurrency_ModifiedDate","","DF_CountryRegionCurrency_ModifiedDate","DF_CountryRegionCurrency_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_CountryRegionCurrency_ModifiedDate"
"1075839019::1677","DF_CreditCard_ModifiedDate",Default Value,"","DF_CreditCard_ModifiedDate","","","","","DF_CreditCard_ModifiedDate","","DF_CreditCard_ModifiedDate","DF_CreditCard_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_CreditCard_ModifiedDate"
"1075839019::1688","DF_Currency_ModifiedDate",Default Value,"","DF_Currency_ModifiedDate","","","","","DF_Currency_ModifiedDate","","DF_Currency_ModifiedDate","DF_Currency_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_Currency_ModifiedDate"
"1075839019::1703","DF_CurrencyRate_ModifiedDate",Default Value,"","DF_CurrencyRate_ModifiedDate","","","","","DF_CurrencyRate_ModifiedDate","","DF_CurrencyRate_ModifiedDate","DF_CurrencyRate_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_CurrencyRate_ModifiedDate"
"1075839019::1720","DF_Customer_rowguid",Default Value,"","DF_Customer_rowguid","","","","","DF_Customer_rowguid","","DF_Customer_rowguid","DF_Customer_rowguid","","Sales","","newid()","","","","","","false","","","DF_Customer_rowguid"
"1075839019::1722","DF_Customer_ModifiedDate",Default Value,"","DF_Customer_ModifiedDate","","","","","DF_Customer_ModifiedDate","","DF_Customer_ModifiedDate","DF_Customer_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_Customer_ModifiedDate"
"1075839019::1739","DF_PersonCreditCard_ModifiedDate",Default Value,"","DF_PersonCreditCard_ModifiedDate","","","","","DF_PersonCreditCard_ModifiedDate","","DF_PersonCreditCard_ModifiedDate","DF_PersonCreditCard_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_PersonCreditCard_ModifiedDate"
"1075839019::1762","DF_SalesOrderDetail_UnitPriceDiscount",Default Value,"","DF_SalesOrderDetail_UnitPriceDiscount","","","","","DF_SalesOrderDetail_UnitPriceDiscount","","DF_SalesOrderDetail_UnitPriceDiscount","DF_SalesOrderDetail_UnitPriceDiscount","","Sales","","0.0","","","","","","false","","","DF_SalesOrderDetail_UnitPriceDiscount"
"1075839019::1764","DF_SalesOrderDetail_rowguid",Default Value,"","DF_SalesOrderDetail_rowguid","","","","","DF_SalesOrderDetail_rowguid","","DF_SalesOrderDetail_rowguid","DF_SalesOrderDetail_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesOrderDetail_rowguid"
"1075839019::1766","DF_SalesOrderDetail_ModifiedDate",Default Value,"","DF_SalesOrderDetail_ModifiedDate","","","","","DF_SalesOrderDetail_ModifiedDate","","DF_SalesOrderDetail_ModifiedDate","DF_SalesOrderDetail_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesOrderDetail_ModifiedDate"
"1075839019::1805","DF_SalesOrderHeader_RevisionNumber",Default Value,"","DF_SalesOrderHeader_RevisionNumber","","","","","DF_SalesOrderHeader_RevisionNumber","","DF_SalesOrderHeader_RevisionNumber","DF_SalesOrderHeader_RevisionNumber","","Sales","","0","","","","","","false","","","DF_SalesOrderHeader_RevisionNumber"
"1075839019::1807","DF_SalesOrderHeader_OrderDate",Default Value,"","DF_SalesOrderHeader_OrderDate","","","","","DF_SalesOrderHeader_OrderDate","","DF_SalesOrderHeader_OrderDate","DF_SalesOrderHeader_OrderDate","","Sales","","getdate()","","","","","","false","","","DF_SalesOrderHeader_OrderDate"
"1075839019::1811","DF_SalesOrderHeader_Status",Default Value,"","DF_SalesOrderHeader_Status","","","","","DF_SalesOrderHeader_Status","","DF_SalesOrderHeader_Status","DF_SalesOrderHeader_Status","","Sales","","1","","","","","","false","","","DF_SalesOrderHeader_Status"
"1075839019::1813","DF_SalesOrderHeader_OnlineOrderFlag",Default Value,"","DF_SalesOrderHeader_OnlineOrderFlag","","","","","DF_SalesOrderHeader_OnlineOrderFlag","","DF_SalesOrderHeader_OnlineOrderFlag","DF_SalesOrderHeader_OnlineOrderFlag","","Sales","","1","","","","","","false","","","DF_SalesOrderHeader_OnlineOrderFlag"
"1075839019::1817","DF_SalesOrderHeader_SubTotal",Default Value,"","DF_SalesOrderHeader_SubTotal","","","","","DF_SalesOrderHeader_SubTotal","","DF_SalesOrderHeader_SubTotal","DF_SalesOrderHeader_SubTotal","","Sales","","0.00","","","","","","false","","","DF_SalesOrderHeader_SubTotal"
"1075839019::1821","DF_SalesOrderHeader_TaxAmt",Default Value,"","DF_SalesOrderHeader_TaxAmt","","","","","DF_SalesOrderHeader_TaxAmt","","DF_SalesOrderHeader_TaxAmt","DF_SalesOrderHeader_TaxAmt","","Sales","","0.00","","","","","","false","","","DF_SalesOrderHeader_TaxAmt"
"1075839019::1825","DF_SalesOrderHeader_Freight",Default Value,"","DF_SalesOrderHeader_Freight","","","","","DF_SalesOrderHeader_Freight","","DF_SalesOrderHeader_Freight","DF_SalesOrderHeader_Freight","","Sales","","0.00","","","","","","false","","","DF_SalesOrderHeader_Freight"
"1075839019::1827","DF_SalesOrderHeader_rowguid",Default Value,"","DF_SalesOrderHeader_rowguid","","","","","DF_SalesOrderHeader_rowguid","","DF_SalesOrderHeader_rowguid","DF_SalesOrderHeader_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesOrderHeader_rowguid"
"1075839019::1829","DF_SalesOrderHeader_ModifiedDate",Default Value,"","DF_SalesOrderHeader_ModifiedDate","","","","","DF_SalesOrderHeader_ModifiedDate","","DF_SalesOrderHeader_ModifiedDate","DF_SalesOrderHeader_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesOrderHeader_ModifiedDate"
"1075839019::1854","DF_SalesOrderHeaderSalesReason_ModifiedDate",Default Value,"","DF_SalesOrderHeaderSalesReason_ModifiedDate","","","","","DF_SalesOrderHeaderSalesReason_ModifiedDate","","DF_SalesOrderHeaderSalesReason_ModifiedDate","DF_SalesOrderHeaderSalesReason_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesOrderHeaderSalesReason_ModifiedDate"
"1075839019::1873","DF_SalesPerson_Bonus",Default Value,"","DF_SalesPerson_Bonus","","","","","DF_SalesPerson_Bonus","","DF_SalesPerson_Bonus","DF_SalesPerson_Bonus","","Sales","","0.00","","","","","","false","","","DF_SalesPerson_Bonus"
"1075839019::1877","DF_SalesPerson_CommissionPct",Default Value,"","DF_SalesPerson_CommissionPct","","","","","DF_SalesPerson_CommissionPct","","DF_SalesPerson_CommissionPct","DF_SalesPerson_CommissionPct","","Sales","","0.00","","","","","","false","","","DF_SalesPerson_CommissionPct"
"1075839019::1881","DF_SalesPerson_SalesYTD",Default Value,"","DF_SalesPerson_SalesYTD","","","","","DF_SalesPerson_SalesYTD","","DF_SalesPerson_SalesYTD","DF_SalesPerson_SalesYTD","","Sales","","0.00","","","","","","false","","","DF_SalesPerson_SalesYTD"
"1075839019::1885","DF_SalesPerson_SalesLastYear",Default Value,"","DF_SalesPerson_SalesLastYear","","","","","DF_SalesPerson_SalesLastYear","","DF_SalesPerson_SalesLastYear","DF_SalesPerson_SalesLastYear","","Sales","","0.00","","","","","","false","","","DF_SalesPerson_SalesLastYear"
"1075839019::1887","DF_SalesPerson_rowguid",Default Value,"","DF_SalesPerson_rowguid","","","","","DF_SalesPerson_rowguid","","DF_SalesPerson_rowguid","DF_SalesPerson_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesPerson_rowguid"
"1075839019::1889","DF_SalesPerson_ModifiedDate",Default Value,"","DF_SalesPerson_ModifiedDate","","","","","DF_SalesPerson_ModifiedDate","","DF_SalesPerson_ModifiedDate","DF_SalesPerson_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesPerson_ModifiedDate"
"1075839019::1904","DF_SalesPersonQuotaHistory_rowguid",Default Value,"","DF_SalesPersonQuotaHistory_rowguid","","","","","DF_SalesPersonQuotaHistory_rowguid","","DF_SalesPersonQuotaHistory_rowguid","DF_SalesPersonQuotaHistory_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesPersonQuotaHistory_rowguid"
"1075839019::1906","DF_SalesPersonQuotaHistory_ModifiedDate",Default Value,"","DF_SalesPersonQuotaHistory_ModifiedDate","","","","","DF_SalesPersonQuotaHistory_ModifiedDate","","DF_SalesPersonQuotaHistory_ModifiedDate","DF_SalesPersonQuotaHistory_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesPersonQuotaHistory_ModifiedDate"
"1075839019::1919","DF_SalesReason_ModifiedDate",Default Value,"","DF_SalesReason_ModifiedDate","","","","","DF_SalesReason_ModifiedDate","","DF_SalesReason_ModifiedDate","DF_SalesReason_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesReason_ModifiedDate"
"1075839019::1933","DF_SalesTaxRate_TaxRate",Default Value,"","DF_SalesTaxRate_TaxRate","","","","","DF_SalesTaxRate_TaxRate","","DF_SalesTaxRate_TaxRate","DF_SalesTaxRate_TaxRate","","Sales","","0.00","","","","","","false","","","DF_SalesTaxRate_TaxRate"
"1075839019::1935","DF_SalesTaxRate_rowguid",Default Value,"","DF_SalesTaxRate_rowguid","","","","","DF_SalesTaxRate_rowguid","","DF_SalesTaxRate_rowguid","DF_SalesTaxRate_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesTaxRate_rowguid"
"1075839019::1937","DF_SalesTaxRate_ModifiedDate",Default Value,"","DF_SalesTaxRate_ModifiedDate","","","","","DF_SalesTaxRate_ModifiedDate","","DF_SalesTaxRate_ModifiedDate","DF_SalesTaxRate_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesTaxRate_ModifiedDate"
"1075839019::1961","DF_SalesTerritory_SalesYTD",Default Value,"","DF_SalesTerritory_SalesYTD","","","","","DF_SalesTerritory_SalesYTD","","DF_SalesTerritory_SalesYTD","DF_SalesTerritory_SalesYTD","","Sales","","0.00","","","","","","false","","","DF_SalesTerritory_SalesYTD"
"1075839019::1965","DF_SalesTerritory_SalesLastYear",Default Value,"","DF_SalesTerritory_SalesLastYear","","","","","DF_SalesTerritory_SalesLastYear","","DF_SalesTerritory_SalesLastYear","DF_SalesTerritory_SalesLastYear","","Sales","","0.00","","","","","","false","","","DF_SalesTerritory_SalesLastYear"
"1075839019::1969","DF_SalesTerritory_CostYTD",Default Value,"","DF_SalesTerritory_CostYTD","","","","","DF_SalesTerritory_CostYTD","","DF_SalesTerritory_CostYTD","DF_SalesTerritory_CostYTD","","Sales","","0.00","","","","","","false","","","DF_SalesTerritory_CostYTD"
"1075839019::1973","DF_SalesTerritory_CostLastYear",Default Value,"","DF_SalesTerritory_CostLastYear","","","","","DF_SalesTerritory_CostLastYear","","DF_SalesTerritory_CostLastYear","DF_SalesTerritory_CostLastYear","","Sales","","0.00","","","","","","false","","","DF_SalesTerritory_CostLastYear"
"1075839019::1975","DF_SalesTerritory_rowguid",Default Value,"","DF_SalesTerritory_rowguid","","","","","DF_SalesTerritory_rowguid","","DF_SalesTerritory_rowguid","DF_SalesTerritory_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesTerritory_rowguid"
"1075839019::1977","DF_SalesTerritory_ModifiedDate",Default Value,"","DF_SalesTerritory_ModifiedDate","","","","","DF_SalesTerritory_ModifiedDate","","DF_SalesTerritory_ModifiedDate","DF_SalesTerritory_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesTerritory_ModifiedDate"
"1075839019::1994","DF_SalesTerritoryHistory_rowguid",Default Value,"","DF_SalesTerritoryHistory_rowguid","","","","","DF_SalesTerritoryHistory_rowguid","","DF_SalesTerritoryHistory_rowguid","DF_SalesTerritoryHistory_rowguid","","Sales","","newid()","","","","","","false","","","DF_SalesTerritoryHistory_rowguid"
"1075839019::1996","DF_SalesTerritoryHistory_ModifiedDate",Default Value,"","DF_SalesTerritoryHistory_ModifiedDate","","","","","DF_SalesTerritoryHistory_ModifiedDate","","DF_SalesTerritoryHistory_ModifiedDate","DF_SalesTerritoryHistory_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SalesTerritoryHistory_ModifiedDate"
"1075839019::2016","DF_ShoppingCartItem_Quantity",Default Value,"","DF_ShoppingCartItem_Quantity","","","","","DF_ShoppingCartItem_Quantity","","DF_ShoppingCartItem_Quantity","DF_ShoppingCartItem_Quantity","","Sales","","1","","","","","","false","","","DF_ShoppingCartItem_Quantity"
"1075839019::2018","DF_ShoppingCartItem_DateCreated",Default Value,"","DF_ShoppingCartItem_DateCreated","","","","","DF_ShoppingCartItem_DateCreated","","DF_ShoppingCartItem_DateCreated","DF_ShoppingCartItem_DateCreated","","Sales","","getdate()","","","","","","false","","","DF_ShoppingCartItem_DateCreated"
"1075839019::2020","DF_ShoppingCartItem_ModifiedDate",Default Value,"","DF_ShoppingCartItem_ModifiedDate","","","","","DF_ShoppingCartItem_ModifiedDate","","DF_ShoppingCartItem_ModifiedDate","DF_ShoppingCartItem_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_ShoppingCartItem_ModifiedDate"
"1075839019::2042","DF_SpecialOffer_DiscountPct",Default Value,"","DF_SpecialOffer_DiscountPct","","","","","DF_SpecialOffer_DiscountPct","","DF_SpecialOffer_DiscountPct","DF_SpecialOffer_DiscountPct","","Sales","","0.00","","","","","","false","","","DF_SpecialOffer_DiscountPct"
"1075839019::2046","DF_SpecialOffer_MinQty",Default Value,"","DF_SpecialOffer_MinQty","","","","","DF_SpecialOffer_MinQty","","DF_SpecialOffer_MinQty","DF_SpecialOffer_MinQty","","Sales","","0","","","","","","false","","","DF_SpecialOffer_MinQty"
"1075839019::2050","DF_SpecialOffer_rowguid",Default Value,"","DF_SpecialOffer_rowguid","","","","","DF_SpecialOffer_rowguid","","DF_SpecialOffer_rowguid","DF_SpecialOffer_rowguid","","Sales","","newid()","","","","","","false","","","DF_SpecialOffer_rowguid"
"1075839019::2052","DF_SpecialOffer_ModifiedDate",Default Value,"","DF_SpecialOffer_ModifiedDate","","","","","DF_SpecialOffer_ModifiedDate","","DF_SpecialOffer_ModifiedDate","DF_SpecialOffer_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SpecialOffer_ModifiedDate"
"1075839019::2066","DF_SpecialOfferProduct_rowguid",Default Value,"","DF_SpecialOfferProduct_rowguid","","","","","DF_SpecialOfferProduct_rowguid","","DF_SpecialOfferProduct_rowguid","DF_SpecialOfferProduct_rowguid","","Sales","","newid()","","","","","","false","","","DF_SpecialOfferProduct_rowguid"
"1075839019::2068","DF_SpecialOfferProduct_ModifiedDate",Default Value,"","DF_SpecialOfferProduct_ModifiedDate","","","","","DF_SpecialOfferProduct_ModifiedDate","","DF_SpecialOfferProduct_ModifiedDate","DF_SpecialOfferProduct_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_SpecialOfferProduct_ModifiedDate"
"1075839019::2086","DF_Store_rowguid",Default Value,"","DF_Store_rowguid","","","","","DF_Store_rowguid","","DF_Store_rowguid","DF_Store_rowguid","","Sales","","newid()","","","","","","false","","","DF_Store_rowguid"
"1075839019::2088","DF_Store_ModifiedDate",Default Value,"","DF_Store_ModifiedDate","","","","","DF_Store_ModifiedDate","","DF_Store_ModifiedDate","DF_Store_ModifiedDate","","Sales","","getdate()","","","","","","false","","","DF_Store_ModifiedDate"
